../毕业设计/
├── 论文碎片
│   ├── 关于训练数据集的思考.docx
│   └── DOC Document.docx
├── config
│   ├── hybrid.yaml
│   ├── msd.yaml
│   └── ssgd.yaml
├── create_project1.sh
├── create_project.sh
├── dataset
│   ├── convert_msd_to_yolo.py
│   ├── convert_ssgd_to_yolo.py
│   ├── MSD_yolo
│   │   ├── data.yaml
│   │   ├── images
│   │   │   ├── train
│   │       │   ├── Scr_0050.jpg.png
│   │       │   ├── Scr_0051.jpg.png
│   │       │   ├── Scr_0055.jpg.png
│   │       │   ├── Scr_0056.jpg.png
│   │       │   ├── Scr_0058.jpg.png
│   │       │   ├── Scr_0059.jpg.png
│   │       │   ├── Scr_0060.jpg.png
│   │       │   ├── Scr_0061.jpg.png
│   │       │   ├── Scr_0062.jpg.png
│   │       │   ├── Scr_0063.jpg.png
│   │       │   ├── Scr_0064.jpg.png
│   │       │   ├── Scr_0065.jpg.png
│   │       │   ├── Scr_0067.jpg.png
│   │       │   ├── Scr_0069.jpg.png
│   │       │   ├── Scr_0071.jpg.png
│   │       │   ├── Scr_0073.jpg.png
│   │       │   ├── Scr_0074.jpg.png
│   │       │   ├── Scr_0075.jpg.png
│   │       │   ├── Scr_0076.jpg.png
│   │       │   ├── Scr_0077.jpg.png
│   │       │   ├── Scr_0078.jpg.png
│   │       │   ├── Scr_0079.jpg.png
│   │       │   ├── Scr_0080.jpg.png
│   │       │   ├── Scr_0081.jpg.png
│   │       │   ├── Scr_0082.jpg.png
│   │       │   ├── Scr_0084.jpg.png
│   │       │   ├── Scr_0085.jpg.png
│   │       │   ├── Scr_0086.jpg.png
│   │       │   ├── Scr_0087.jpg.png
│   │       │   ├── Scr_0088.jpg.png
│   │       │   ├── Scr_0089.jpg.png
│   │       │   ├── Scr_0090.jpg.png
│   │       │   ├── Scr_0091.jpg.png
│   │       │   ├── Scr_0093.jpg.png
│   │       │   ├── Scr_0094.jpg.png
│   │       │   ├── Scr_0095.jpg.png
│   │       │   ├── Scr_0097.jpg.png
│   │       │   ├── Scr_0099.jpg.png
│   │       │   ├── Scr_0100.jpg.png
│   │       │   ├── Scr_0101.jpg.png
│   │       │   ├── Scr_0102.jpg.png
│   │       │   ├── Scr_0103.jpg.png
│   │       │   ├── Scr_0104.jpg.png
│   │       │   ├── Scr_0105.jpg.png
│   │       │   ├── Scr_0106.jpg.png
│   │       │   ├── Scr_0107.jpg.png
│   │       │   ├── Scr_0108.jpg.png
│   │       │   ├── Scr_0109.jpg.png
│   │       │   ├── Scr_0110.jpg.png
│   │       │   ├── Scr_0113.jpg.png
│   │       │   ├── Scr_0114.jpg.png
│   │       │   ├── Scr_0115.jpg.png
│   │       │   ├── Scr_0116.jpg.png
│   │       │   ├── Scr_0117.jpg.png
│   │       │   ├── Scr_0118.jpg.png
│   │       │   ├── Scr_0119.jpg.png
│   │       │   ├── Scr_0120.jpg.png
│   │       │   ├── Scr_0123.jpg.png
│   │       │   ├── Scr_0125.jpg.png
│   │       │   ├── Scr_0126.jpg.png
│   │       │   ├── Scr_0127.jpg.png
│   │       │   ├── Scr_0128.jpg.png
│   │       │   ├── Scr_0129.jpg.png
│   │       │   ├── Scr_0130.jpg.png
│   │       │   ├── Scr_0131.jpg.png
│   │       │   ├── Scr_0133.jpg.png
│   │       │   ├── Scr_0134.jpg.png
│   │       │   ├── Scr_0135.jpg.png
│   │       │   ├── Scr_0136.jpg.png
│   │       │   ├── Scr_0137.jpg.png
│   │       │   ├── Scr_0138.jpg.png
│   │       │   ├── Scr_0139.jpg.png
│   │       │   ├── Scr_0140.jpg.png
│   │       │   ├── Scr_0141.jpg.png
│   │       │   ├── Scr_0142.jpg.png
│   │       │   ├── Scr_0143.jpg.png
│   │       │   ├── Scr_0144.jpg.png
│   │       │   ├── Scr_0145.jpg.png
│   │       │   ├── Scr_0146.jpg.png
│   │       │   ├── Scr_0148.jpg.png
│   │       │   ├── Scr_0149.jpg.png
│   │       │   ├── Scr_0150.jpg.png
│   │       │   ├── Scr_0152.jpg.png
│   │       │   ├── Scr_0153.jpg.png
│   │       │   ├── Scr_0154.jpg.png
│   │       │   ├── Scr_0155.jpg.png
│   │       │   ├── Scr_0156.jpg.png
│   │       │   ├── Scr_0157.jpg.png
│   │       │   ├── Scr_0158.jpg.png
│   │       │   ├── Scr_0159.jpg.png
│   │       │   ├── Scr_0160.jpg.png
│   │       │   ├── Scr_0161.jpg.png
│   │       │   ├── Scr_0162.jpg.png
│   │       │   ├── Scr_0163.jpg.png
│   │       │   ├── Scr_0164.jpg.png
│   │       │   ├── Scr_0165.jpg.png
│   │       │   ├── Scr_0167.jpg.png
│   │       │   ├── Scr_0168.jpg.png
│   │       │   ├── Scr_0169.jpg.png
│   │       │   ├── Scr_0170.jpg.png
│   │       │   ├── Scr_0171.jpg.png
│   │       │   ├── Scr_0173.jpg.png
│   │       │   ├── Scr_0174.jpg.png
│   │       │   ├── Scr_0175.jpg.png
│   │       │   ├── Scr_0176.jpg.png
│   │       │   ├── Scr_0177.jpg.png
│   │       │   ├── Scr_0178.jpg.png
│   │       │   ├── Scr_0179.jpg.png
│   │       │   ├── Scr_0180.jpg.png
│   │       │   ├── Scr_0181.jpg.png
│   │       │   ├── Scr_0182.jpg.png
│   │       │   ├── Scr_0183.jpg.png
│   │       │   ├── Scr_0184.jpg.png
│   │       │   ├── Scr_0185.jpg.png
│   │       │   ├── Scr_0186.jpg.png
│   │       │   ├── Scr_0187.jpg.png
│   │       │   ├── Scr_0188.jpg.png
│   │       │   ├── Scr_0189.jpg.png
│   │       │   ├── Scr_0190.jpg.png
│   │       │   ├── Scr_0191.jpg.png
│   │       │   ├── Scr_0192.jpg.png
│   │       │   ├── Scr_0193.jpg.png
│   │       │   ├── Scr_0195.jpg.png
│   │       │   ├── Scr_0196.jpg.png
│   │       │   ├── Scr_0197.jpg.png
│   │       │   ├── Scr_0198.jpg.png
│   │       │   ├── Scr_0199.jpg.png
│   │       │   ├── Scr_0200.jpg.png
│   │       │   ├── Scr_0201.jpg.png
│   │       │   ├── Scr_0202.jpg.png
│   │       │   ├── Scr_0203.jpg.png
│   │       │   ├── Scr_0204.jpg.png
│   │       │   ├── Scr_0206.jpg.png
│   │       │   ├── Scr_0207.jpg.png
│   │       │   ├── Scr_0208.jpg.png
│   │       │   ├── Scr_0209.jpg.png
│   │       │   ├── Scr_0210.jpg.png
│   │       │   ├── Scr_0213.jpg.png
│   │       │   ├── Scr_0214.jpg.png
│   │       │   ├── Scr_0216.jpg.png
│   │       │   ├── Scr_0218.jpg.png
│   │       │   ├── Scr_0220.jpg.png
│   │       │   ├── Scr_0221.jpg.png
│   │       │   ├── Scr_0222.jpg.png
│   │       │   ├── Scr_0224.jpg.png
│   │       │   ├── Scr_0226.jpg.png
│   │       │   ├── Scr_0227.jpg.png
│   │       │   ├── Scr_0228.jpg.png
│   │       │   ├── Scr_0229.jpg.png
│   │       │   ├── Scr_0230.jpg.png
│   │       │   ├── Scr_0231.jpg.png
│   │       │   ├── Scr_0233.jpg.png
│   │       │   ├── Scr_0235.jpg.png
│   │       │   ├── Scr_0236.jpg.png
│   │       │   ├── Scr_0237.jpg.png
│   │       │   ├── Scr_0238.jpg.png
│   │       │   ├── Scr_0239.jpg.png
│   │       │   ├── Scr_0241.jpg.png
│   │       │   ├── Scr_0242.jpg.png
│   │       │   ├── Scr_0244.jpg.png
│   │       │   ├── Scr_0245.jpg.png
│   │       │   ├── Scr_0247.jpg.png
│   │       │   ├── Scr_0248.jpg.png
│   │       │   ├── Scr_0249.jpg.png
│   │       │   ├── Scr_0250.jpg.png
│   │       │   ├── Scr_0252.jpg.png
│   │       │   ├── Scr_0253.jpg.png
│   │       │   ├── Scr_0255.jpg.png
│   │       │   ├── Scr_0256.jpg.png
│   │       │   ├── Scr_0259.jpg.png
│   │       │   ├── Scr_0260.jpg.png
│   │       │   ├── Scr_0261.jpg.png
│   │       │   ├── Scr_0262.jpg.png
│   │       │   ├── Scr_0263.jpg.png
│   │       │   ├── Scr_0264.jpg.png
│   │       │   ├── Scr_0265.jpg.png
│   │       │   ├── Scr_0266.jpg.png
│   │       │   ├── Scr_0268.jpg.png
│   │       │   ├── Scr_0270.jpg.png
│   │       │   ├── Scr_0271.jpg.png
│   │       │   ├── Scr_0272.jpg.png
│   │       │   ├── Scr_0273.jpg.png
│   │       │   ├── Scr_0274.jpg.png
│   │       │   ├── Scr_0275.jpg.png
│   │       │   ├── Scr_0276.jpg.png
│   │       │   ├── Scr_0277.jpg.png
│   │       │   ├── Scr_0279.jpg.png
│   │       │   ├── Scr_0281.jpg.png
│   │       │   ├── Scr_0282.jpg.png
│   │       │   ├── Scr_0284.jpg.png
│   │       │   ├── Scr_0285.jpg.png
│   │       │   ├── Scr_0286.jpg.png
│   │       │   ├── Scr_0287.jpg.png
│   │       │   ├── Scr_0289.jpg.png
│   │       │   ├── Scr_0293.jpg.png
│   │       │   ├── Scr_0294.jpg.png
│   │       │   ├── Scr_0296.jpg.png
│   │       │   ├── Scr_0297.jpg.png
│   │       │   ├── Scr_0298.jpg.png
│   │       │   ├── Scr_0299.jpg.png
│   │       │   ├── Scr_0300.jpg.png
│   │       │   ├── Scr_0301.jpg.png
│   │       │   ├── Scr_0302.jpg.png
│   │       │   ├── Scr_0303.jpg.png
│   │       │   ├── Scr_0305.jpg.png
│   │       │   ├── Scr_0306.jpg.png
│   │       │   ├── Scr_0307.jpg.png
│   │       │   ├── Scr_0309.jpg.png
│   │       │   ├── Scr_0310.jpg.png
│   │       │   ├── Scr_0311.jpg.png
│   │       │   ├── Scr_0312.jpg.png
│   │       │   ├── Scr_0313.jpg.png
│   │       │   ├── Scr_0314.jpg.png
│   │       │   ├── Scr_0316.jpg.png
│   │       │   ├── Scr_0320.jpg.png
│   │       │   ├── Scr_0321.jpg.png
│   │       │   ├── Scr_0323.jpg.png
│   │       │   ├── Scr_0325.jpg.png
│   │       │   ├── Scr_0326.jpg.png
│   │       │   ├── Scr_0327.jpg.png
│   │       │   ├── Scr_0329.jpg.png
│   │       │   ├── Scr_0330.jpg.png
│   │       │   ├── Scr_0331.jpg.png
│   │       │   ├── Scr_0332.jpg.png
│   │       │   ├── Scr_0333.jpg.png
│   │       │   ├── Scr_0335.jpg.png
│   │       │   ├── Scr_0337.jpg.png
│   │       │   ├── Scr_0338.jpg.png
│   │       │   ├── Scr_0340.jpg.png
│   │       │   ├── Scr_0341.jpg.png
│   │       │   ├── Scr_0342.jpg.png
│   │       │   ├── Scr_0344.jpg.png
│   │       │   ├── Scr_0345.jpg.png
│   │       │   ├── Scr_0346.jpg.png
│   │       │   ├── Scr_0347.jpg.png
│   │       │   ├── Scr_0349.jpg.png
│   │       │   ├── Scr_0350.jpg.png
│   │       │   ├── Scr_0353.jpg.png
│   │       │   ├── Scr_0354.jpg.png
│   │       │   ├── Scr_0355.jpg.png
│   │       │   ├── Scr_0356.jpg.png
│   │       │   ├── Scr_0357.jpg.png
│   │       │   ├── Scr_0358.jpg.png
│   │       │   ├── Scr_0359.jpg.png
│   │       │   ├── Scr_0360.jpg.png
│   │       │   ├── Scr_0361.jpg.png
│   │       │   ├── Scr_0363.jpg.png
│   │       │   ├── Scr_0366.jpg.png
│   │       │   ├── Scr_0367.jpg.png
│   │       │   ├── Scr_0368.jpg.png
│   │       │   ├── Scr_0371.jpg.png
│   │       │   ├── Scr_0374.jpg.png
│   │       │   ├── Scr_0378.jpg.png
│   │       │   ├── Scr_0379.jpg.png
│   │       │   ├── Scr_0380.jpg.png
│   │       │   ├── Scr_0383.jpg.png
│   │       │   ├── Scr_0384.jpg.png
│   │       │   ├── Scr_0386.jpg.png
│   │       │   ├── Scr_0387.jpg.png
│   │       │   ├── Scr_0388.jpg.png
│   │       │   ├── Scr_0389.jpg.png
│   │       │   ├── Scr_0390.jpg.png
│   │       │   ├── Scr_0391.jpg.png
│   │       │   ├── Scr_0393.jpg.png
│   │       │   ├── Scr_0394.jpg.png
│   │       │   ├── Scr_0395.jpg.png
│   │       │   ├── Scr_0396.jpg.png
│   │       │   ├── Scr_0399.jpg.png
│   │       │   ├── Scr_0400.jpg.png
│   │       │   ├── Sta_0001.jpg.png
│   │       │   ├── Sta_0002.jpg.png
│   │       │   ├── Sta_0003.jpg.png
│   │       │   ├── Sta_0004.jpg.png
│   │       │   ├── Sta_0005.jpg.png
│   │       │   ├── Sta_0006.jpg.png
│   │       │   ├── Sta_0007.jpg.png
│   │       │   ├── Sta_0008.jpg.png
│   │       │   ├── Sta_0009.jpg.png
│   │       │   ├── Sta_0010.jpg.png
│   │       │   ├── Sta_0011.jpg.png
│   │       │   ├── Sta_0012.jpg.png
│   │       │   ├── Sta_0013.jpg.png
│   │       │   ├── Sta_0014.jpg.png
│   │       │   ├── Sta_0015.jpg.png
│   │       │   ├── Sta_0016.jpg.png
│   │       │   ├── Sta_0017.jpg.png
│   │       │   ├── Sta_0018.jpg.png
│   │       │   ├── Sta_0019.jpg.png
│   │       │   ├── Sta_0020.jpg.png
│   │       │   ├── Sta_0021.jpg.png
│   │       │   ├── Sta_0022.jpg.png
│   │       │   ├── Sta_0023.jpg.png
│   │       │   ├── Sta_0024.jpg.png
│   │       │   ├── Sta_0025.jpg.png
│   │       │   ├── Sta_0026.jpg.png
│   │       │   ├── Sta_0029.jpg.png
│   │       │   ├── Sta_0030.jpg.png
│   │       │   ├── Sta_0031.jpg.png
│   │       │   ├── Sta_0032.jpg.png
│   │       │   ├── Sta_0034.jpg.png
│   │       │   ├── Sta_0035.jpg.png
│   │       │   ├── Sta_0036.jpg.png
│   │       │   ├── Sta_0037.jpg.png
│   │       │   ├── Sta_0038.jpg.png
│   │       │   ├── Sta_0039.jpg.png
│   │       │   ├── Sta_0040.jpg.png
│   │       │   ├── Sta_0041.jpg.png
│   │       │   ├── Sta_0042.jpg.png
│   │       │   ├── Sta_0043.jpg.png
│   │       │   ├── Sta_0044.jpg.png
│   │       │   ├── Sta_0045.jpg.png
│   │       │   ├── Sta_0046.jpg.png
│   │       │   ├── Sta_0047.jpg.png
│   │       │   ├── Sta_0048.jpg.png
│   │       │   ├── Sta_0049.jpg.png
│   │       │   ├── Sta_0050.jpg.png
│   │       │   ├── Sta_0051.jpg.png
│   │       │   ├── Sta_0052.jpg.png
│   │       │   ├── Sta_0053.jpg.png
│   │       │   ├── Sta_0054.jpg.png
│   │       │   ├── Sta_0055.jpg.png
│   │       │   ├── Sta_0057.jpg.png
│   │       │   ├── Sta_0058.jpg.png
│   │       │   ├── Sta_0059.jpg.png
│   │       │   ├── Sta_0060.jpg.png
│   │       │   ├── Sta_0061.jpg.png
│   │       │   ├── Sta_0062.jpg.png
│   │       │   ├── Sta_0065.jpg.png
│   │       │   ├── Sta_0066.jpg.png
│   │       │   ├── Sta_0067.jpg.png
│   │       │   ├── Sta_0068.jpg.png
│   │       │   ├── Sta_0069.jpg.png
│   │       │   ├── Sta_0070.jpg.png
│   │       │   ├── Sta_0073.jpg.png
│   │       │   ├── Sta_0075.jpg.png
│   │       │   ├── Sta_0076.jpg.png
│   │       │   ├── Sta_0077.jpg.png
│   │       │   ├── Sta_0078.jpg.png
│   │       │   ├── Sta_0079.jpg.png
│   │       │   ├── Sta_0080.jpg.png
│   │       │   ├── Sta_0081.jpg.png
│   │       │   ├── Sta_0082.jpg.png
│   │       │   ├── Sta_0083.jpg.png
│   │       │   ├── Sta_0084.jpg.png
│   │       │   ├── Sta_0086.jpg.png
│   │       │   ├── Sta_0087.jpg.png
│   │       │   ├── Sta_0088.jpg.png
│   │       │   ├── Sta_0090.jpg.png
│   │       │   ├── Sta_0091.jpg.png
│   │       │   ├── Sta_0092.jpg.png
│   │       │   ├── Sta_0093.jpg.png
│   │       │   ├── Sta_0094.jpg.png
│   │       │   ├── Sta_0096.jpg.png
│   │       │   ├── Sta_0099.jpg.png
│   │       │   ├── Sta_0100.jpg.png
│   │       │   ├── Sta_0101.jpg.png
│   │       │   ├── Sta_0103.jpg.png
│   │       │   ├── Sta_0106.jpg.png
│   │       │   ├── Sta_0107.jpg.png
│   │       │   ├── Sta_0109.jpg.png
│   │       │   ├── Sta_0110.jpg.png
│   │       │   ├── Sta_0112.jpg.png
│   │       │   ├── Sta_0113.jpg.png
│   │       │   ├── Sta_0114.jpg.png
│   │       │   ├── Sta_0115.jpg.png
│   │       │   ├── Sta_0116.jpg.png
│   │       │   ├── Sta_0118.jpg.png
│   │       │   ├── Sta_0120.jpg.png
│   │       │   ├── Sta_0121.jpg.png
│   │       │   ├── Sta_0122.jpg.png
│   │       │   ├── Sta_0123.jpg.png
│   │       │   ├── Sta_0124.jpg.png
│   │       │   ├── Sta_0127.jpg.png
│   │       │   ├── Sta_0128.jpg.png
│   │       │   ├── Sta_0130.jpg.png
│   │       │   ├── Sta_0131.jpg.png
│   │       │   ├── Sta_0133.jpg.png
│   │       │   ├── Sta_0134.jpg.png
│   │       │   ├── Sta_0135.jpg.png
│   │       │   ├── Sta_0136.jpg.png
│   │       │   ├── Sta_0137.jpg.png
│   │       │   ├── Sta_0140.jpg.png
│   │       │   ├── Sta_0141.jpg.png
│   │       │   ├── Sta_0142.jpg.png
│   │       │   ├── Sta_0143.jpg.png
│   │       │   ├── Sta_0144.jpg.png
│   │       │   ├── Sta_0145.jpg.png
│   │       │   ├── Sta_0146.jpg.png
│   │       │   ├── Sta_0147.jpg.png
│   │       │   ├── Sta_0148.jpg.png
│   │       │   ├── Sta_0149.jpg.png
│   │       │   ├── Sta_0151.jpg.png
│   │       │   ├── Sta_0152.jpg.png
│   │       │   ├── Sta_0155.jpg.png
│   │       │   ├── Sta_0156.jpg.png
│   │       │   ├── Sta_0158.jpg.png
│   │       │   ├── Sta_0159.jpg.png
│   │       │   ├── Sta_0160.jpg.png
│   │       │   ├── Sta_0161.jpg.png
│   │       │   ├── Sta_0162.jpg.png
│   │       │   ├── Sta_0163.jpg.png
│   │       │   ├── Sta_0164.jpg.png
│   │       │   ├── Sta_0165.jpg.png
│   │       │   ├── Sta_0166.jpg.png
│   │       │   ├── Sta_0167.jpg.png
│   │       │   ├── Sta_0168.jpg.png
│   │       │   ├── Sta_0170.jpg.png
│   │       │   ├── Sta_0171.jpg.png
│   │       │   ├── Sta_0173.jpg.png
│   │       │   ├── Sta_0174.jpg.png
│   │       │   ├── Sta_0175.jpg.png
│   │       │   ├── Sta_0176.jpg.png
│   │       │   ├── Sta_0179.jpg.png
│   │       │   ├── Sta_0180.jpg.png
│   │       │   ├── Sta_0182.jpg.png
│   │       │   ├── Sta_0183.jpg.png
│   │       │   ├── Sta_0186.jpg.png
│   │       │   ├── Sta_0188.jpg.png
│   │       │   ├── Sta_0189.jpg.png
│   │       │   ├── Sta_0190.jpg.png
│   │       │   ├── Sta_0191.jpg.png
│   │       │   ├── Sta_0192.jpg.png
│   │       │   ├── Sta_0193.jpg.png
│   │       │   ├── Sta_0194.jpg.png
│   │       │   ├── Sta_0195.jpg.png
│   │       │   ├── Sta_0197.jpg.png
│   │       │   ├── Sta_0199.jpg.png
│   │       │   ├── Sta_0200.jpg.png
│   │       │   ├── Sta_0202.jpg.png
│   │       │   ├── Sta_0203.jpg.png
│   │       │   ├── Sta_0204.jpg.png
│   │       │   ├── Sta_0205.jpg.png
│   │       │   ├── Sta_0206.jpg.png
│   │       │   ├── Sta_0207.jpg.png
│   │       │   ├── Sta_0209.jpg.png
│   │       │   ├── Sta_0210.jpg.png
│   │       │   ├── Sta_0211.jpg.png
│   │       │   ├── Sta_0212.jpg.png
│   │       │   ├── Sta_0213.jpg.png
│   │       │   ├── Sta_0214.jpg.png
│   │       │   ├── Sta_0216.jpg.png
│   │       │   ├── Sta_0217.jpg.png
│   │       │   ├── Sta_0218.jpg.png
│   │       │   ├── Sta_0220.jpg.png
│   │       │   ├── Sta_0221.jpg.png
│   │       │   ├── Sta_0222.jpg.png
│   │       │   ├── Sta_0223.jpg.png
│   │       │   ├── Sta_0224.jpg.png
│   │       │   ├── Sta_0226.jpg.png
│   │       │   ├── Sta_0229.jpg.png
│   │       │   ├── Sta_0230.jpg.png
│   │       │   ├── Sta_0231.jpg.png
│   │       │   ├── Sta_0233.jpg.png
│   │       │   ├── Sta_0234.jpg.png
│   │       │   ├── Sta_0235.jpg.png
│   │       │   ├── Sta_0236.jpg.png
│   │       │   ├── Sta_0237.jpg.png
│   │       │   ├── Sta_0238.jpg.png
│   │       │   ├── Sta_0239.jpg.png
│   │       │   ├── Sta_0240.jpg.png
│   │       │   ├── Sta_0241.jpg.png
│   │       │   ├── Sta_0242.jpg.png
│   │       │   ├── Sta_0243.jpg.png
│   │       │   ├── Sta_0244.jpg.png
│   │       │   ├── Sta_0245.jpg.png
│   │       │   ├── Sta_0246.jpg.png
│   │       │   ├── Sta_0247.jpg.png
│   │       │   ├── Sta_0248.jpg.png
│   │       │   ├── Sta_0249.jpg.png
│   │       │   ├── Sta_0250.jpg.png
│   │       │   ├── Sta_0252.jpg.png
│   │       │   ├── Sta_0253.jpg.png
│   │       │   ├── Sta_0254.jpg.png
│   │       │   ├── Sta_0255.jpg.png
│   │       │   ├── Sta_0256.jpg.png
│   │       │   ├── Sta_0257.jpg.png
│   │       │   ├── Sta_0258.jpg.png
│   │       │   ├── Sta_0259.jpg.png
│   │       │   ├── Sta_0260.jpg.png
│   │       │   ├── Sta_0261.jpg.png
│   │       │   ├── Sta_0263.jpg.png
│   │       │   ├── Sta_0266.jpg.png
│   │       │   ├── Sta_0267.jpg.png
│   │       │   ├── Sta_0268.jpg.png
│   │       │   ├── Sta_0269.jpg.png
│   │       │   ├── Sta_0270.jpg.png
│   │       │   ├── Sta_0271.jpg.png
│   │       │   ├── Sta_0272.jpg.png
│   │       │   ├── Sta_0275.jpg.png
│   │       │   ├── Sta_0276.jpg.png
│   │       │   ├── Sta_0277.jpg.png
│   │       │   ├── Sta_0279.jpg.png
│   │       │   ├── Sta_0280.jpg.png
│   │       │   ├── Sta_0282.jpg.png
│   │       │   ├── Sta_0284.jpg.png
│   │       │   ├── Sta_0285.jpg.png
│   │       │   ├── Sta_0286.jpg.png
│   │       │   ├── Sta_0287.jpg.png
│   │       │   ├── Sta_0288.jpg.png
│   │       │   ├── Sta_0289.jpg.png
│   │       │   ├── Sta_0290.jpg.png
│   │       │   ├── Sta_0291.jpg.png
│   │       │   ├── Sta_0292.jpg.png
│   │       │   ├── Sta_0294.jpg.png
│   │       │   ├── Sta_0295.jpg.png
│   │       │   ├── Sta_0296.jpg.png
│   │       │   ├── Sta_0297.jpg.png
│   │       │   ├── Sta_0298.jpg.png
│   │       │   ├── Sta_0300.jpg.png
│   │       │   ├── Sta_0301.jpg.png
│   │       │   ├── Sta_0302.jpg.png
│   │       │   ├── Sta_0303.jpg.png
│   │       │   ├── Sta_0304.jpg.png
│   │       │   ├── Sta_0305.jpg.png
│   │       │   ├── Sta_0306.jpg.png
│   │       │   ├── Sta_0307.jpg.png
│   │       │   ├── Sta_0308.jpg.png
│   │       │   ├── Sta_0309.jpg.png
│   │       │   ├── Sta_0310.jpg.png
│   │       │   ├── Sta_0312.jpg.png
│   │       │   ├── Sta_0313.jpg.png
│   │       │   ├── Sta_0314.jpg.png
│   │       │   ├── Sta_0315.jpg.png
│   │       │   ├── Sta_0317.jpg.png
│   │       │   ├── Sta_0320.jpg.png
│   │       │   ├── Sta_0321.jpg.png
│   │       │   ├── Sta_0322.jpg.png
│   │       │   ├── Sta_0323.jpg.png
│   │       │   ├── Sta_0324.jpg.png
│   │       │   ├── Sta_0325.jpg.png
│   │       │   ├── Sta_0326.jpg.png
│   │       │   ├── Sta_0329.jpg.png
│   │       │   ├── Sta_0330.jpg.png
│   │       │   ├── Sta_0331.jpg.png
│   │       │   ├── Sta_0332.jpg.png
│   │       │   ├── Sta_0335.jpg.png
│   │       │   ├── Sta_0337.jpg.png
│   │       │   ├── Sta_0338.jpg.png
│   │       │   ├── Sta_0339.jpg.png
│   │       │   ├── Sta_0340.jpg.png
│   │       │   ├── Sta_0341.jpg.png
│   │       │   ├── Sta_0342.jpg.png
│   │       │   ├── Sta_0343.jpg.png
│   │       │   ├── Sta_0344.jpg.png
│   │       │   ├── Sta_0345.jpg.png
│   │       │   ├── Sta_0346.jpg.png
│   │       │   ├── Sta_0347.jpg.png
│   │       │   ├── Sta_0348.jpg.png
│   │       │   ├── Sta_0349.jpg.png
│   │       │   ├── Sta_0350.jpg.png
│   │       │   ├── Sta_0351.jpg.png
│   │       │   ├── Sta_0353.jpg.png
│   │       │   ├── Sta_0355.jpg.png
│   │       │   ├── Sta_0356.jpg.png
│   │       │   ├── Sta_0357.jpg.png
│   │       │   ├── Sta_0359.jpg.png
│   │       │   ├── Sta_0361.jpg.png
│   │       │   ├── Sta_0362.jpg.png
│   │       │   ├── Sta_0363.jpg.png
│   │       │   ├── Sta_0364.jpg.png
│   │       │   ├── Sta_0365.jpg.png
│   │       │   ├── Sta_0366.jpg.png
│   │       │   ├── Sta_0369.jpg.png
│   │       │   ├── Sta_0370.jpg.png
│   │       │   ├── Sta_0371.jpg.png
│   │       │   ├── Sta_0372.jpg.png
│   │       │   ├── Sta_0373.jpg.png
│   │       │   ├── Sta_0374.jpg.png
│   │       │   ├── Sta_0375.jpg.png
│   │       │   ├── Sta_0376.jpg.png
│   │       │   ├── Sta_0377.jpg.png
│   │       │   ├── Sta_0378.jpg.png
│   │       │   ├── Sta_0379.jpg.png
│   │       │   ├── Sta_0380.jpg.png
│   │       │   ├── Sta_0381.jpg.png
│   │       │   ├── Sta_0383.jpg.png
│   │       │   ├── Sta_0384.jpg.png
│   │       │   ├── Sta_0385.jpg.png
│   │       │   ├── Sta_0386.jpg.png
│   │       │   ├── Sta_0387.jpg.png
│   │       │   ├── Sta_0388.jpg.png
│   │       │   ├── Sta_0389.jpg.png
│   │       │   ├── Sta_0390.jpg.png
│   │       │   ├── Sta_0392.jpg.png
│   │       │   ├── Sta_0393.jpg.png
│   │       │   ├── Sta_0394.jpg.png
│   │       │   ├── Sta_0395.jpg.png
│   │       │   ├── Sta_0396.jpg.png
│   │       │   ├── Sta_0399.jpg.png
│   │       │   └── Sta_0400.jpg.png
│   │       └── val
│   │           ├── Oil_0008.jpg.png
│   │           ├── Oil_0018.jpg.png
│   │           ├── Oil_0028.jpg.png
│   │           ├── Oil_0038.jpg.png
│   │           ├── Oil_0040.jpg.png
│   │           ├── Oil_0045.jpg.png
│   │           ├── Oil_0046.jpg.png
│   │           ├── Oil_0050.jpg.png
│   │           ├── Oil_0056.jpg.png
│   │           ├── Oil_0057.jpg.png
│   │           ├── Oil_0058.jpg.png
│   │           ├── Oil_0059.jpg.png
│   │           ├── Oil_0077.jpg.png
│   │           ├── Oil_0078.jpg.png
│   │           ├── Oil_0088.jpg.png
│   │           ├── Oil_0099.jpg.png
│   │           ├── Oil_0101.jpg.png
│   │           ├── Oil_0103.jpg.png
│   │           ├── Oil_0110.jpg.png
│   │           ├── Oil_0111.jpg.png
│   │           ├── Oil_0112.jpg.png
│   │           ├── Oil_0113.jpg.png
│   │           ├── Oil_0115.jpg.png
│   │           ├── Oil_0116.jpg.png
│   │           ├── Oil_0117.jpg.png
│   │           ├── Oil_0119.jpg.png
│   │           ├── Oil_0142.jpg.png
│   │           ├── Oil_0145.jpg.png
│   │           ├── Oil_0146.jpg.png
│   │           ├── Oil_0168.jpg.png
│   │           ├── Oil_0178.jpg.png
│   │           ├── Oil_0180.jpg.png
│   │           ├── Oil_0183.jpg.png
│   │           ├── Oil_0189.jpg.png
│   │           ├── Oil_0194.jpg.png
│   │           ├── Oil_0201.jpg.png
│   │           ├── Oil_0210.jpg.png
│   │           ├── Oil_0217.jpg.png
│   │           ├── Oil_0221.jpg.png
│   │           ├── Oil_0224.jpg.png
